"caseid","v212","v301","v302","v191","v133","v102","v104","v005","v000","v007","v001","v002","v025","v525","v717","v613","v012","SurveyId"
"    26290920  4",NA,3,3,88585,11,1,1,1809668,"CO7",2016,2629,920,1,15,0,2,17,"CO2015DHS"
"    26301017  1",21,3,3,43456,11,1,95,1721311,"CO7",2016,2630,1017,1,18,7,1,33,"CO2015DHS"
"    26301119  5",NA,3,0,67351,15,1,15,1784746,"CO7",2016,2630,1119,1,0,7,1,27,"CO2015DHS"
"    26301119  6",NA,3,3,67351,15,1,10,1784746,"CO7",2016,2630,1119,1,18,1,2,25,"CO2015DHS"
"    26320613  1",NA,3,3,85117,12,1,95,685151,"CO7",2016,2632,613,1,18,3,2,37,"CO2015DHS"
"    26320614  1",31,3,3,79613,12,1,16,817622,"CO7",2016,2632,614,1,15,7,2,48,"CO2015DHS"
"    26320716  2",20,3,3,42113,11,1,3,685151,"CO7",2016,2632,716,1,16,7,2,35,"CO2015DHS"
"    26320717  2",18,3,3,63620,11,1,95,1124762,"CO7",2016,2632,717,1,15,3,2,29,"CO2015DHS"
"    26320819  2",21,3,3,-5408,11,1,3,1124762,"CO7",2016,2632,819,1,17,7,2,25,"CO2015DHS"
"    26320820  1",18,3,3,32992,11,1,95,1124762,"CO7",2016,2632,820,1,16,7,1,28,"CO2015DHS"
"    26320923  2",15,3,3,55636,11,1,95,1084785,"CO7",2016,2632,923,1,14,7,2,30,"CO2015DHS"
"    26320923  3",NA,3,3,55636,9,1,95,821137,"CO7",2016,2632,923,1,15,0,2,15,"CO2015DHS"
"    26330422  1",21,3,3,93953,11,1,2,1059215,"CO7",2016,2633,422,1,18,7,1,42,"CO2015DHS"
"    26330423  3",NA,3,3,95259,16,1,95,1331967,"CO7",2016,2633,423,1,16,1,1,34,"CO2015DHS"
"    26341819  2",22,3,3,124101,12,1,7,494174,"CO7",2016,2634,1819,1,14,7,6,37,"CO2015DHS"
"    26341819  3",NA,3,0,124101,8,1,8,937732,"CO7",2016,2634,1819,1,0,0,2,14,"CO2015DHS"
"    26341920  2",18,3,3,99674,14,1,95,622196,"CO7",2016,2634,1920,1,14,2,2,43,"CO2015DHS"
"    26341920  3",NA,3,3,99674,12,1,95,592255,"CO7",2016,2634,1920,1,17,0,2,18,"CO2015DHS"
"    26342324  4",NA,3,0,103453,8,1,95,937732,"CO7",2016,2634,2324,1,0,0,1,13,"CO2015DHS"
"    26350810  2",18,3,3,77412,11,1,95,864922,"CO7",2016,2635,810,1,96,3,2,45,"CO2015DHS"
"    26350911  1",17,3,3,87419,11,1,95,912555,"CO7",2016,2635,911,1,16,2,2,42,"CO2015DHS"
"    26351416  2",16,3,3,124123,12,1,95,724788,"CO7",2016,2635,1416,1,15,7,2,37,"CO2015DHS"
"    26360513  1",32,3,3,57578,11,1,8,633719,"CO7",2016,2636,513,1,21,2,0,43,"CO2015DHS"
"    26360720  1",22,3,3,21132,13,1,95,600640,"CO7",2016,2636,720,1,18,7,2,45,"CO2015DHS"
"    26360720  3",NA,3,3,21132,13,1,8,641238,"CO7",2016,2636,720,1,17,2,1,22,"CO2015DHS"
"    26360821  2",22,3,3,37493,12,1,95,641238,"CO7",2016,2636,821,1,16,2,1,23,"CO2015DHS"
"    26360822  2",34,3,3,106124,11,1,95,600640,"CO7",2016,2636,822,1,20,2,2,49,"CO2015DHS"
"    26360824  1",NA,3,0,-12521,11,1,95,826272,"CO7",2016,2636,824,1,0,7,2,25,"CO2015DHS"
"    26369000  1",NA,3,3,72486,13,1,33,633719,"CO7",2016,2636,9000,1,18,1,5,40,"CO2015DHS"
"    26369000  2",NA,3,0,72486,9,1,95,603223,"CO7",2016,2636,9000,1,0,0,2,15,"CO2015DHS"
"    26369000  3",NA,3,0,72486,7,1,95,955097,"CO7",2016,2636,9000,1,0,0,2,13,"CO2015DHS"
"    26370612  3",23,3,3,101544,13,1,95,1193503,"CO7",2016,2637,612,1,15,3,2,27,"CO2015DHS"
"    26370713  1",NA,3,3,36086,16,1,5,926233,"CO7",2016,2637,713,1,15,2,1,24,"CO2015DHS"
"    26370714  1",17,3,3,28591,11,1,95,926233,"CO7",2016,2637,714,1,16,3,1,23,"CO2015DHS"
"    26370714  4",19,3,3,28591,11,1,95,926233,"CO7",2016,2637,714,1,17,7,0,24,"CO2015DHS"
"    26370715  2",23,3,3,54806,5,1,95,867592,"CO7",2016,2637,715,1,96,0,2,47,"CO2015DHS"
"    26370715  4",17,3,3,54806,11,1,95,926233,"CO7",2016,2637,715,1,15,7,1,24,"CO2015DHS"
"    26370817  3",NA,3,0,59174,14,1,5,926233,"CO7",2016,2637,817,1,0,7,3,20,"CO2015DHS"
"    26370920  1",25,3,3,98491,8,1,95,915371,"CO7",2016,2637,920,1,21,3,2,42,"CO2015DHS"
"    26370920  5",21,3,3,98491,10,1,20,867592,"CO7",2016,2637,920,1,11,7,2,46,"CO2015DHS"
"    26380512  2",16,3,3,39612,6,1,9,1723903,"CO7",2016,2638,512,1,14,3,2,25,"CO2015DHS"
"    26380617  2",26,3,3,42572,12,1,95,1723903,"CO7",2016,2638,617,1,17,2,2,28,"CO2015DHS"
"    26380824  2",25,3,3,89299,11,1,20,1723903,"CO7",2016,2638,824,1,16,3,1,26,"CO2015DHS"
"    26391015  2",18,3,3,37782,16,1,0,625931,"CO7",2016,2639,1015,1,17,3,2,32,"CO2015DHS"
"    26391015  4",NA,3,0,37782,7,1,0,750186,"CO7",2016,2639,1015,1,0,0,2,13,"CO2015DHS"
"    26391118  3",18,3,3,91643,11,1,95,497757,"CO7",2016,2639,1118,1,15,3,0,44,"CO2015DHS"
"    26391118  6",NA,3,3,91643,13,1,95,503664,"CO7",2016,2639,1118,1,14,3,2,21,"CO2015DHS"
"    26391320  1",19,3,3,88188,11,1,17,625931,"CO7",2016,2639,1320,1,16,0,2,32,"CO2015DHS"
"    26391321  4",16,3,3,83878,13,1,95,503664,"CO7",2016,2639,1321,1,16,2,2,22,"CO2015DHS"
"    26400915  1",20,3,3,59688,11,1,20,635366,"CO7",2016,2640,915,1,16,7,1,37,"CO2015DHS"
"    26401016  2",21,3,3,58187,1,1,95,799967,"CO7",2016,2640,1016,1,21,7,2,42,"CO2015DHS"
"    26401016  4",NA,3,3,58187,9,1,95,761471,"CO7",2016,2640,1016,1,14,0,2,17,"CO2015DHS"
"    26401119  1",22,3,3,43592,8,1,95,758211,"CO7",2016,2640,1119,1,16,7,2,46,"CO2015DHS"
"    26401119  2",NA,3,3,43592,13,1,0,809459,"CO7",2016,2640,1119,1,18,2,1,24,"CO2015DHS"
"    26401524  2",15,3,3,95204,14,1,6,635366,"CO7",2016,2640,1524,1,14,7,5,36,"CO2015DHS"
"    26401524  4",NA,3,0,95204,8,1,6,761471,"CO7",2016,2640,1524,1,0,0,2,16,"CO2015DHS"
"    26410914  2",NA,3,3,97217,14,1,12,837055,"CO7",2016,2641,914,1,17,1,1,23,"CO2015DHS"
"    26411421  3",NA,3,0,42817,7,1,95,1246757,"CO7",2016,2641,1421,1,0,0,1,13,"CO2015DHS"
"    26411522  1",21,3,3,72589,10,1,95,784059,"CO7",2016,2641,1522,1,18,7,1,45,"CO2015DHS"
"    26411522  2",NA,3,0,72589,10,1,95,787430,"CO7",2016,2641,1522,1,18,0,0,18,"CO2015DHS"
"    26411522  4",16,3,3,72589,12,1,95,837055,"CO7",2016,2641,1522,1,15,2,3,24,"CO2015DHS"
"    26411624  2",NA,3,3,81416,12,1,95,787430,"CO7",2016,2641,1624,1,17,3,0,18,"CO2015DHS"
"    26420914  3",NA,3,3,76886,14,1,95,1208422,"CO7",2016,2642,914,1,18,2,1,28,"CO2015DHS"
"    26420916  1",18,3,3,44688,5,1,95,926813,"CO7",2016,2642,916,1,17,7,0,42,"CO2015DHS"
"    26420916  5",NA,3,3,44688,5,1,1,882213,"CO7",2016,2642,916,1,96,7,3,19,"CO2015DHS"
"    26421017  3",NA,3,0,-39223,9,1,95,882213,"CO7",2016,2642,1017,1,0,0,2,15,"CO2015DHS"
"    26421017  4",NA,3,0,-39223,9,1,95,882213,"CO7",2016,2642,1017,1,10,0,2,15,"CO2015DHS"
"    26421119  1",NA,3,3,77165,13,1,95,1208422,"CO7",2016,2642,1119,1,15,3,1,28,"CO2015DHS"
"    26421424  2",18,3,3,91447,5,1,95,878437,"CO7",2016,2642,1424,1,17,7,2,48,"CO2015DHS"
"    26421424  4",23,3,3,91447,11,1,95,937811,"CO7",2016,2642,1424,1,15,3,2,23,"CO2015DHS"
"    26421526  3",21,3,3,79159,13,1,95,1208422,"CO7",2016,2642,1526,1,18,3,2,27,"CO2015DHS"
"    26429080  2",15,3,3,4729,5,1,3,1165471,"CO7",2016,2642,9080,1,12,7,1,31,"CO2015DHS"
"    26430715  2",19,3,3,92413,5,1,95,810865,"CO7",2016,2643,715,1,15,7,1,47,"CO2015DHS"
"    26430715  3",NA,3,3,92413,12,1,95,865672,"CO7",2016,2643,715,1,18,3,1,22,"CO2015DHS"
"    26430715  4",NA,3,0,92413,13,1,95,814351,"CO7",2016,2643,715,1,0,3,2,19,"CO2015DHS"
"    26430816  5",21,3,3,114820,14,1,0,1115467,"CO7",2016,2643,816,1,18,3,2,29,"CO2015DHS"
"    26430920  4",NA,3,3,92092,13,1,95,1115467,"CO7",2016,2643,920,1,16,3,1,25,"CO2015DHS"
"    26431023  1",19,3,3,50636,14,1,95,1115467,"CO7",2016,2643,1023,1,18,2,2,29,"CO2015DHS"
"    26441118  2",22,3,3,83048,11,1,95,938897,"CO7",2016,2644,1118,1,18,7,2,34,"CO2015DHS"
"    26441219  2",23,3,3,-11031,4,1,95,746636,"CO7",2016,2644,1219,1,14,7,6,43,"CO2015DHS"
"    26441220  1",30,3,3,54712,7,1,22,707664,"CO7",2016,2644,1220,1,22,3,2,48,"CO2015DHS"
"    26441221  1",18,3,3,46112,11,1,95,973498,"CO7",2016,2644,1221,1,17,7,1,25,"CO2015DHS"
"    26441222  1",NA,3,0,59358,5,1,11,707664,"CO7",2016,2644,1222,1,18,7,2,47,"CO2015DHS"
"    26450812  2",18,3,3,117075,13,1,22,851817,"CO7",2016,2645,812,1,16,1,2,49,"CO2015DHS"
"    26450813  2",21,3,3,78382,11,1,95,898728,"CO7",2016,2645,813,1,96,3,1,40,"CO2015DHS"
"    26450814  2",16,3,3,20274,7,1,2,855480,"CO7",2016,2645,814,1,15,7,2,19,"CO2015DHS"
"    26450915  2",16,3,3,89067,5,1,95,898728,"CO7",2016,2645,915,1,11,7,3,42,"CO2015DHS"
"    26450915  3",NA,3,0,89067,12,1,95,855480,"CO7",2016,2645,915,1,0,0,2,17,"CO2015DHS"
"    26450915  5",NA,3,3,89067,10,1,95,855480,"CO7",2016,2645,915,1,15,0,2,17,"CO2015DHS"
"    26451018  1",34,3,3,37594,5,1,95,851817,"CO7",2016,2645,1018,1,20,7,2,48,"CO2015DHS"
"    26451018  2",NA,3,0,37594,8,1,95,1354502,"CO7",2016,2645,1018,1,0,0,2,14,"CO2015DHS"
"    26451221  3",NA,3,0,59211,8,1,0,855480,"CO7",2016,2645,1221,1,0,0,2,17,"CO2015DHS"
"    26451322  2",19,3,3,97836,11,1,95,1171803,"CO7",2016,2645,1322,1,16,2,2,29,"CO2015DHS"
"    26460513  5",NA,3,3,118853,11,1,95,699533,"CO7",2016,2646,513,1,17,2,1,21,"CO2015DHS"
"    26460615  1",15,3,3,16873,11,1,95,869349,"CO7",2016,2646,615,1,14,7,2,31,"CO2015DHS"
"    26460921  2",18,3,3,102444,10,1,95,549082,"CO7",2016,2646,921,1,15,0,3,37,"CO2015DHS"
"    26460921  4",NA,3,0,102444,7,1,95,1041924,"CO7",2016,2646,921,1,0,0,2,13,"CO2015DHS"
"    26471212  5",20,3,3,71915,11,1,95,1255727,"CO7",2016,2647,1212,1,15,3,1,30,"CO2015DHS"
"    26471313  1",17,3,3,46508,2,1,95,998587,"CO7",2016,2647,1313,1,16,7,5,42,"CO2015DHS"
"    26471313  2",NA,3,0,46508,10,1,95,950533,"CO7",2016,2647,1313,1,0,0,1,17,"CO2015DHS"
"    26471416  2",19,3,3,89911,11,1,3,998587,"CO7",2016,2647,1416,1,18,7,2,42,"CO2015DHS"
"    26471417  2",15,3,3,114057,11,1,44,946464,"CO7",2016,2647,1417,1,14,2,2,46,"CO2015DHS"
"    26471417  4",NA,3,0,114057,7,1,95,950533,"CO7",2016,2647,1417,1,0,0,2,15,"CO2015DHS"
"    26471518  2",NA,3,3,105114,13,1,95,1010436,"CO7",2016,2647,1518,1,18,3,2,23,"CO2015DHS"
"    26471518  4",15,3,3,105114,13,1,95,1010436,"CO7",2016,2647,1518,1,14,7,1,24,"CO2015DHS"
"    26471619  4",NA,3,3,124080,12,1,95,950533,"CO7",2016,2647,1619,1,15,2,5,18,"CO2015DHS"
"    26480813  1",27,3,3,101075,8,1,95,468500,"CO7",2016,2648,813,1,17,7,6,47,"CO2015DHS"
"    26480813  2",NA,3,3,101075,11,1,95,470514,"CO7",2016,2648,813,1,17,0,1,18,"CO2015DHS"
"    26480813  3",NA,3,0,101075,11,1,95,470514,"CO7",2016,2648,813,1,0,0,0,17,"CO2015DHS"
"    26480914  2",28,3,3,60575,11,1,30,468500,"CO7",2016,2648,914,1,24,2,2,47,"CO2015DHS"
"    26480915  3",NA,3,3,23203,12,1,12,470514,"CO7",2016,2648,915,1,16,3,2,17,"CO2015DHS"
"    26481117  2",15,3,3,97008,11,1,95,644492,"CO7",2016,2648,1117,1,14,7,3,27,"CO2015DHS"
"    26481219  4",24,3,3,99623,11,1,11,468500,"CO7",2016,2648,1219,1,22,3,2,49,"CO2015DHS"
"    26481219  5",NA,3,3,99623,8,1,10,470514,"CO7",2016,2648,1219,1,15,0,2,16,"CO2015DHS"
"    26481320  1",16,3,3,21411,6,1,95,500166,"CO7",2016,2648,1320,1,15,3,2,20,"CO2015DHS"
"    26481321  2",15,3,3,57308,11,1,95,644492,"CO7",2016,2648,1321,1,14,3,3,27,"CO2015DHS"
"    26481422  2",NA,3,3,49192,14,1,95,621585,"CO7",2016,2648,1422,1,14,2,2,30,"CO2015DHS"
"    26481524  1",20,3,3,39895,9,1,5,621585,"CO7",2016,2648,1524,1,17,7,2,33,"CO2015DHS"
"    26491114  2",18,3,3,98491,8,1,4,842600,"CO7",2016,2649,1114,1,17,7,2,34,"CO2015DHS"
"    26491114  3",NA,3,3,98491,10,1,4,637813,"CO7",2016,2649,1114,1,13,7,2,16,"CO2015DHS"
"    26491114  4",NA,3,0,98491,7,1,4,1009865,"CO7",2016,2649,1114,1,0,0,2,13,"CO2015DHS"
"    26491215  2",NA,3,3,105959,11,1,95,678009,"CO7",2016,2649,1215,1,16,3,2,20,"CO2015DHS"
"    26491215  3",26,3,3,105959,11,1,0,635083,"CO7",2016,2649,1215,1,96,7,1,48,"CO2015DHS"
"    26491316  2",27,3,3,79371,11,1,40,670058,"CO7",2016,2649,1316,1,16,3,2,41,"CO2015DHS"
"    26491316  3",NA,3,0,79371,7,1,95,1009865,"CO7",2016,2649,1316,1,0,0,2,14,"CO2015DHS"
"    26491518  3",22,3,3,101101,14,1,95,873652,"CO7",2016,2649,1518,1,18,3,1,25,"CO2015DHS"
"    26491619  4",NA,3,3,88039,12,1,2,637813,"CO7",2016,2649,1619,1,14,7,2,19,"CO2015DHS"
"    26491822  3",19,3,3,79125,14,1,95,678009,"CO7",2016,2649,1822,1,15,2,2,23,"CO2015DHS"
"    26492024  3",NA,3,3,110581,16,1,95,873652,"CO7",2016,2649,2024,1,15,2,1,28,"CO2015DHS"
"    26492024  4",NA,3,3,110581,12,1,95,637813,"CO7",2016,2649,2024,1,16,3,2,19,"CO2015DHS"
"    26492125  3",NA,3,0,110846,12,1,95,873652,"CO7",2016,2649,2125,1,0,3,1,28,"CO2015DHS"
"    26492327  2",NA,3,3,115474,14,1,95,678009,"CO7",2016,2649,2327,1,16,7,0,22,"CO2015DHS"
"    26511014  2",17,3,3,78382,14,1,95,956284,"CO7",2016,2651,1014,1,16,1,2,33,"CO2015DHS"
"    26511015  3",15,3,3,81537,11,1,95,760462,"CO7",2016,2651,1015,1,13,3,1,43,"CO2015DHS"
"    26511015  4",17,3,3,81537,11,1,95,991526,"CO7",2016,2651,1015,1,16,7,2,29,"CO2015DHS"
"    26511116  2",19,3,3,83507,11,1,95,956284,"CO7",2016,2651,1116,1,16,7,2,33,"CO2015DHS"
"    26511116  4",NA,3,0,83507,7,1,95,1146117,"CO7",2016,2651,1116,1,0,0,2,13,"CO2015DHS"
"    26511419  2",26,3,3,119301,13,1,35,720768,"CO7",2016,2651,1419,1,23,1,6,47,"CO2015DHS"
"    26511419  3",NA,3,0,119301,13,1,95,769486,"CO7",2016,2651,1419,1,0,7,2,20,"CO2015DHS"
"    26511520  4",NA,3,2,88570,12,1,95,991526,"CO7",2016,2651,1520,1,18,2,3,25,"CO2015DHS"
"    26520912  1",25,3,3,115094,7,1,95,516005,"CO7",2016,2652,912,1,22,3,2,45,"CO2015DHS"
"    26521114  2",28,3,3,106814,12,1,95,516005,"CO7",2016,2652,1114,1,21,3,2,46,"CO2015DHS"
"    26521114  3",NA,3,3,106814,12,1,95,518223,"CO7",2016,2652,1114,1,17,0,2,18,"CO2015DHS"
"    26521316  3",NA,3,0,78299,8,1,95,820516,"CO7",2016,2652,1316,1,0,0,2,14,"CO2015DHS"
"    26521316  5",18,3,3,78299,13,1,1,518223,"CO7",2016,2652,1316,1,16,0,1,18,"CO2015DHS"
"    26521418  2",16,3,3,75383,7,1,95,432402,"CO7",2016,2652,1418,1,13,7,2,36,"CO2015DHS"
"    26521418  3",NA,3,0,75383,7,1,95,820516,"CO7",2016,2652,1418,1,0,3,2,13,"CO2015DHS"
"    26530914  1",22,3,3,103097,11,1,10,675966,"CO7",2016,2653,914,1,13,1,2,41,"CO2015DHS"
"    26530914  2",NA,3,3,103097,12,1,10,643438,"CO7",2016,2653,914,1,16,3,1,18,"CO2015DHS"
"    26531420  2",NA,3,0,99548,8,1,4,643438,"CO7",2016,2653,1420,1,0,0,1,15,"CO2015DHS"
"    26540913  2",27,3,3,139318,16,1,95,2115468,"CO7",2016,2654,913,1,16,7,2,41,"CO2015DHS"
"    26540913  4",16,3,3,139318,13,1,95,2660209,"CO7",2016,2654,913,1,13,1,0,33,"CO2015DHS"
"    26540914  2",20,3,3,115953,11,1,95,2115468,"CO7",2016,2654,914,1,17,2,2,42,"CO2015DHS"
"    26550519  2",33,3,3,107613,13,1,2,1058944,"CO7",2016,2655,519,1,14,1,3,36,"CO2015DHS"
"    26561919  2",NA,3,0,123523,13,1,95,8855624,"CO7",2016,2656,1919,1,25,1,4,45,"CO2015DHS"
"    26562020  2",32,3,3,120201,16,1,2,7420841,"CO7",2016,2656,2020,1,15,1,2,38,"CO2015DHS"
"    26562222  2",26,3,3,126603,13,1,9,7420841,"CO7",2016,2656,2222,1,18,7,2,37,"CO2015DHS"
"    26571818  3",NA,3,3,129340,14,1,21,3210856,"CO7",2016,2657,1818,1,16,3,3,21,"CO2015DHS"
"    26579050  1",NA,3,3,55549,14,1,3,3210856,"CO7",2016,2657,9050,1,18,7,1,20,"CO2015DHS"
"    26580913  3",20,3,3,81950,6,1,95,943665,"CO7",2016,2658,913,1,18,7,1,43,"CO2015DHS"
"    26580914  1",21,3,3,69723,6,1,95,894408,"CO7",2016,2658,914,1,96,7,1,45,"CO2015DHS"
"    26580914  3",NA,3,0,69723,6,1,95,1422227,"CO7",2016,2658,914,1,0,0,1,14,"CO2015DHS"
"    26581015  2",20,3,3,106562,13,1,95,894408,"CO7",2016,2658,1015,1,16,3,0,47,"CO2015DHS"
"    26581015  4",NA,3,3,106562,12,1,95,954862,"CO7",2016,2658,1015,1,15,3,1,22,"CO2015DHS"
"    26581218  2",22,3,3,41894,13,1,95,943665,"CO7",2016,2658,1218,1,21,1,3,43,"CO2015DHS"
"    26581220  2",18,3,3,66972,12,1,95,1186662,"CO7",2016,2658,1220,1,15,7,3,31,"CO2015DHS"
"    26581422  2",21,3,3,92187,11,1,95,954862,"CO7",2016,2658,1422,1,19,0,2,24,"CO2015DHS"
"    26581423  2",21,3,3,92992,11,1,29,943665,"CO7",2016,2658,1423,1,18,2,2,43,"CO2015DHS"
"    26581524  2",19,3,3,37940,13,1,95,954862,"CO7",2016,2658,1524,1,15,3,2,24,"CO2015DHS"
"    26591013  2",18,3,3,67560,13,1,95,695479,"CO7",2016,2659,1013,1,15,7,3,34,"CO2015DHS"
"    26591115  1",14,3,3,37078,11,1,95,695479,"CO7",2016,2659,1115,1,11,3,2,30,"CO2015DHS"
"    26591116  2",27,3,3,75497,16,1,20,524195,"CO7",2016,2659,1116,1,24,3,1,49,"CO2015DHS"
"    26591217  3",23,3,3,102838,14,1,95,695479,"CO7",2016,2659,1217,1,18,2,2,31,"CO2015DHS"
"    26591217  6",22,3,3,102838,13,1,95,439265,"CO7",2016,2659,1217,1,17,1,2,39,"CO2015DHS"
"    26591217  7",NA,3,0,102838,10,1,95,526449,"CO7",2016,2659,1217,1,0,0,1,16,"CO2015DHS"
"    26591217  8",NA,3,0,102838,10,1,95,526449,"CO7",2016,2659,1217,1,0,0,2,16,"CO2015DHS"
"    26601118  2",24,3,3,115077,14,1,95,622196,"CO7",2016,2660,1118,1,22,7,3,42,"CO2015DHS"
"    26601118  3",NA,3,3,115077,11,1,95,592255,"CO7",2016,2660,1118,1,15,0,2,17,"CO2015DHS"
"    26601220  2",20,3,3,101416,7,1,3,589720,"CO7",2016,2660,1220,1,19,0,0,49,"CO2015DHS"
"    26601221  2",29,3,3,113954,11,1,95,589720,"CO7",2016,2660,1221,1,25,9,1,48,"CO2015DHS"
"    26601322  2",20,3,3,102692,8,1,95,622196,"CO7",2016,2660,1322,1,15,3,3,43,"CO2015DHS"
"    26601322  4",NA,3,0,102692,8,1,95,592255,"CO7",2016,2660,1322,1,0,0,2,15,"CO2015DHS"
"    26601423  2",21,3,3,90546,12,1,1,782414,"CO7",2016,2660,1423,1,15,3,2,30,"CO2015DHS"
"    26601424  2",17,3,3,96611,9,1,16,622196,"CO7",2016,2660,1424,1,15,3,3,42,"CO2015DHS"
"    26610711  2",NA,3,3,114315,13,1,95,717213,"CO7",2016,2661,711,1,18,7,1,31,"CO2015DHS"
"    26610711  8",NA,3,0,114315,7,1,95,859588,"CO7",2016,2661,711,1,0,0,2,13,"CO2015DHS"
"    26610813  1",19,3,3,96100,11,1,35,540576,"CO7",2016,2661,813,1,16,7,3,48,"CO2015DHS"
"    26610813  3",19,3,3,96100,13,1,95,577115,"CO7",2016,2661,813,1,17,7,2,24,"CO2015DHS"
"    26610915  2",17,3,3,67097,9,1,95,452993,"CO7",2016,2661,915,1,15,0,1,36,"CO2015DHS"
"    26610915  3",NA,3,3,67097,6,1,95,542900,"CO7",2016,2661,915,1,11,7,4,18,"CO2015DHS"
"    26610916  1",18,3,3,113482,12,1,95,452993,"CO7",2016,2661,916,1,14,2,1,38,"CO2015DHS"
"    26610916  2",NA,3,3,113482,14,1,95,577115,"CO7",2016,2661,916,1,15,1,2,20,"CO2015DHS"
"    26610916  3",NA,3,3,113482,11,1,95,542900,"CO7",2016,2661,916,1,17,0,2,18,"CO2015DHS"
"    26610917  2",18,3,3,71302,11,1,95,743644,"CO7",2016,2661,917,1,14,3,1,28,"CO2015DHS"
"    26611018  1",19,3,3,70680,5,1,15,452993,"CO7",2016,2661,1018,1,17,7,1,36,"CO2015DHS"
"    26621315  1",39,3,3,104312,16,1,20,799967,"CO7",2016,2662,1315,1,19,3,1,41,"CO2015DHS"
"    26621315  5",16,3,3,104312,8,1,13,799967,"CO7",2016,2662,1315,1,15,7,0,42,"CO2015DHS"
"    26621416  3",NA,3,3,91281,11,1,95,1005961,"CO7",2016,2662,1416,1,27,7,1,31,"CO2015DHS"
"    26621619  1",21,3,3,109577,11,1,15,758211,"CO7",2016,2662,1619,1,18,3,2,49,"CO2015DHS"
"    26621720  4",NA,3,0,113513,12,1,95,761471,"CO7",2016,2662,1720,1,0,0,2,19,"CO2015DHS"
"    26621821  2",29,3,3,116186,13,1,27,758211,"CO7",2016,2662,1821,1,20,2,2,47,"CO2015DHS"
"    26621923  2",20,3,3,62791,4,1,11,799967,"CO7",2016,2662,1923,1,18,7,2,44,"CO2015DHS"
"    26631013  3",NA,3,0,115724,3,1,95,796122,"CO7",2016,2663,1013,1,0,0,2,45,"CO2015DHS"
"    26631115  2",NA,3,3,101544,11,1,95,667134,"CO7",2016,2663,1115,1,19,7,0,36,"CO2015DHS"
"    26631318  2",24,3,3,77375,11,1,35,796122,"CO7",2016,2663,1318,1,96,7,2,47,"CO2015DHS"
"    26631318  3",NA,3,3,77375,12,1,1,849932,"CO7",2016,2663,1318,1,15,3,1,21,"CO2015DHS"
"    26631320  2",14,3,3,71516,6,1,10,1056259,"CO7",2016,2663,1320,1,13,7,2,31,"CO2015DHS"
"    26631422  3",25,3,3,91411,8,1,95,796122,"CO7",2016,2663,1422,1,23,7,0,47,"CO2015DHS"
"    26631523  4",25,3,3,76514,9,1,5,1095185,"CO7",2016,2663,1523,1,22,7,1,28,"CO2015DHS"
"    26631524  2",19,3,3,37368,6,1,95,1095185,"CO7",2016,2663,1524,1,18,7,2,28,"CO2015DHS"
"    26640713  2",19,3,3,84960,13,1,7,973498,"CO7",2016,2664,713,1,17,3,1,27,"CO2015DHS"
"    26640815  3",22,3,3,108393,13,1,1,593008,"CO7",2016,2664,815,1,16,1,1,35,"CO2015DHS"
"    26640815  4",NA,3,0,108393,7,1,1,1125278,"CO7",2016,2664,815,1,0,0,0,13,"CO2015DHS"
"    26651617  2",18,3,3,67122,9,1,95,695479,"CO7",2016,2665,1617,1,15,3,4,33,"CO2015DHS"
"    26652021  1",18,3,3,22550,10,1,20,721110,"CO7",2016,2665,2021,1,17,7,4,27,"CO2015DHS"
"    26652324  2",NA,3,3,52039,11,1,4,526449,"CO7",2016,2665,2324,1,18,0,2,19,"CO2015DHS"
"    26661012  2",18,3,3,103760,11,1,6,494174,"CO7",2016,2666,1012,1,17,3,10,35,"CO2015DHS"
"    26661012  3",NA,3,0,103760,11,1,6,592255,"CO7",2016,2666,1012,1,0,3,2,17,"CO2015DHS"
"    26661214  4",23,3,2,105891,13,1,95,494174,"CO7",2016,2666,1214,1,20,2,0,37,"CO2015DHS"
"    26661214  5",NA,3,0,105891,7,1,95,937732,"CO7",2016,2666,1214,1,0,0,0,14,"CO2015DHS"
"    26661720  1",35,3,3,56290,11,1,95,494174,"CO7",2016,2666,1720,1,17,7,1,35,"CO2015DHS"
"    26670814  1",NA,3,3,32816,13,1,0,663545,"CO7",2016,2667,814,1,16,3,7,19,"CO2015DHS"
"    26670916  2",27,3,3,85912,16,1,95,876594,"CO7",2016,2667,916,1,19,3,3,34,"CO2015DHS"
"    26671017  2",17,3,3,116073,11,1,95,660704,"CO7",2016,2667,1017,1,12,7,2,46,"CO2015DHS"
"    26671017  6",NA,3,3,116073,16,1,95,908899,"CO7",2016,2667,1017,1,17,2,1,27,"CO2015DHS"
"    26671219  2",37,3,3,81762,14,1,0,553658,"CO7",2016,2667,1219,1,14,3,1,39,"CO2015DHS"
"    26671320  2",22,3,3,72713,13,1,95,660704,"CO7",2016,2667,1320,1,18,1,2,47,"CO2015DHS"
"    26671421  3",18,3,3,115700,11,1,95,876594,"CO7",2016,2667,1421,1,17,3,2,34,"CO2015DHS"
"    26671421  5",NA,3,0,115700,9,1,95,663545,"CO7",2016,2667,1421,1,0,0,2,15,"CO2015DHS"
"    26671523  2",NA,3,3,72148,11,1,95,876594,"CO7",2016,2667,1523,1,0,3,1,31,"CO2015DHS"
"    26681515  3",NA,3,3,118840,16,1,95,815015,"CO7",2016,2668,1515,1,16,7,2,30,"CO2015DHS"
