"caseid","v212","v301","v302","v191","v133","v102","v104","v005","v000","v007","v001","v002","v025","v525","v717","v613","v012","SurveyId"
"    11043030  4",NA,3,0,-16082,8,1,95,1476086,"CO7",2016,1104,3030,1,0,0,2,14,"CO2015DHS"
"    11049000  1",15,3,3,-40233,9,1,18,966344,"CO7",2016,1104,9000,1,13,7,3,38,"CO2015DHS"
"    11049001  2",19,3,3,-50817,11,1,14,916371,"CO7",2016,1104,9001,1,18,7,3,30,"CO2015DHS"
"    11051818  3",32,3,3,-25809,11,1,8,2073661,"CO7",2016,1105,1818,1,18,0,1,39,"CO2015DHS"
"    11051919  2",NA,3,2,65280,11,1,95,1966425,"CO7",2016,1105,1919,1,19,1,0,33,"CO2015DHS"
"    11051919  3",18,3,3,65280,7,1,95,2615419,"CO7",2016,1105,1919,1,15,0,2,23,"CO2015DHS"
"    11052222  1",18,3,3,36682,10,1,95,2073661,"CO7",2016,1105,2222,1,17,7,4,36,"CO2015DHS"
"    11052222  6",NA,3,3,36682,11,1,95,2615419,"CO7",2016,1105,2222,1,18,3,2,20,"CO2015DHS"
"    11052424  2",NA,3,0,30899,10,1,5,2499374,"CO7",2016,1105,2424,1,0,0,2,15,"CO2015DHS"
"    11052424  3",19,3,3,30899,13,1,5,2499374,"CO7",2016,1105,2424,1,15,3,2,19,"CO2015DHS"
"    11052424  5",NA,3,3,30899,8,1,5,2499374,"CO7",2016,1105,2424,1,15,0,2,15,"CO2015DHS"
"    11052626  2",19,3,3,52336,15,1,95,2370545,"CO7",2016,1105,2626,1,16,0,3,26,"CO2015DHS"
"    11052626  5",22,3,3,52336,11,1,2,2615419,"CO7",2016,1105,2626,1,20,3,3,23,"CO2015DHS"
"    11061315  1",23,3,3,36155,5,1,10,1000089,"CO7",2016,1106,1315,1,19,0,3,33,"CO2015DHS"
"    11061517  2",24,3,3,48538,11,1,95,1000089,"CO7",2016,1106,1517,1,18,0,3,34,"CO2015DHS"
"    11061618  3",22,3,3,-4537,9,1,95,1054627,"CO7",2016,1106,1618,1,21,0,2,37,"CO2015DHS"
"    11061618  4",NA,3,0,-4537,6,1,95,1610939,"CO7",2016,1106,1618,1,0,0,2,14,"CO2015DHS"
"    11061719  4",NA,3,3,18835,16,1,95,1000089,"CO7",2016,1106,1719,1,21,7,1,34,"CO2015DHS"
"    11061921  5",NA,3,0,38905,13,1,95,1330156,"CO7",2016,1106,1921,1,0,3,2,22,"CO2015DHS"
"    11061921  7",22,3,3,38905,11,1,4,1205617,"CO7",2016,1106,1921,1,19,3,2,25,"CO2015DHS"
"    11062022  2",22,3,3,64869,13,1,95,1205617,"CO7",2016,1106,2022,1,17,7,2,28,"CO2015DHS"
"    11062022  4",NA,3,3,64869,12,1,95,1330156,"CO7",2016,1106,2022,1,18,7,3,23,"CO2015DHS"
"    11071212  2",19,3,3,48714,5,1,10,1118544,"CO7",2016,1107,1212,1,18,0,3,38,"CO2015DHS"
"    11071313  5",21,3,3,-25208,11,1,29,1118544,"CO7",2016,1107,1313,1,20,3,4,39,"CO2015DHS"
"    11071313  7",NA,3,0,-25208,12,1,95,1348176,"CO7",2016,1107,1313,1,0,7,2,18,"CO2015DHS"
"    11071414  2",NA,3,3,-40346,1,1,20,1278685,"CO7",2016,1107,1414,1,18,7,2,26,"CO2015DHS"
"    11071414  4",16,3,3,-40346,5,1,18,1278685,"CO7",2016,1107,1414,1,15,7,3,25,"CO2015DHS"
"    11071616  2",20,3,3,69380,16,1,20,1118544,"CO7",2016,1107,1616,1,17,1,4,35,"CO2015DHS"
"    11071616  3",NA,3,0,69380,8,1,95,1348176,"CO7",2016,1107,1616,1,0,0,2,15,"CO2015DHS"
"    11071717  3",19,3,0,56763,11,1,95,1410771,"CO7",2016,1107,1717,1,18,0,1,20,"CO2015DHS"
"    11079000  2",27,3,3,-23042,5,1,11,1913634,"CO7",2016,1107,9000,1,23,7,4,45,"CO2015DHS"
"    11079000  3",NA,3,0,-23042,11,1,13,1348176,"CO7",2016,1107,9000,1,0,0,2,17,"CO2015DHS"
"    11079000  5",NA,3,0,-23042,8,1,11,1708571,"CO7",2016,1107,9000,1,0,0,2,14,"CO2015DHS"
"    11081719  2",21,3,3,106954,13,1,1,1694937,"CO7",2016,1108,1719,1,19,2,2,35,"CO2015DHS"
"    11081719  3",NA,3,0,106954,9,1,1,2589009,"CO7",2016,1108,1719,1,0,0,2,14,"CO2015DHS"
"    11081719  5",19,3,3,106954,10,1,2,2899741,"CO7",2016,1108,1719,1,18,7,3,49,"CO2015DHS"
"    11081820  2",21,3,3,46948,7,1,10,2564580,"CO7",2016,1108,1820,1,20,3,4,44,"CO2015DHS"
"    11081921  2",18,3,3,14236,5,1,2,2899741,"CO7",2016,1108,1921,1,17,7,2,45,"CO2015DHS"
"    11081921  4",NA,3,0,14236,7,1,4,2589009,"CO7",2016,1108,1921,1,0,0,2,13,"CO2015DHS"
"    11082022  2",24,3,3,-9310,14,1,14,1607286,"CO7",2016,1108,2022,1,19,1,3,33,"CO2015DHS"
"    11082022  5",NA,3,0,-9310,11,1,95,2042900,"CO7",2016,1108,2022,1,0,0,3,17,"CO2015DHS"
"    11082123  1",16,3,3,32909,10,1,95,1607286,"CO7",2016,1108,2123,1,16,0,2,33,"CO2015DHS"
"    11082123  2",NA,3,0,32909,8,1,95,2042900,"CO7",2016,1108,2123,1,0,0,2,16,"CO2015DHS"
"    11082224  2",14,3,3,38204,5,1,7,1607286,"CO7",2016,1108,2224,1,14,0,3,30,"CO2015DHS"
"    11082426  1",NA,3,3,665,9,1,2,2137750,"CO7",2016,1108,2426,1,16,9,2,21,"CO2015DHS"
"    11089041  3",NA,3,3,60842,13,1,95,1607286,"CO7",2016,1108,9041,1,24,3,2,34,"CO2015DHS"
"    11089041  4",18,3,3,60842,4,1,44,2564580,"CO7",2016,1108,9041,1,14,7,3,44,"CO2015DHS"
"    11091212  2",24,3,3,-200155,13,2,13,1869827,"CO7",2016,1109,1212,2,20,0,2,34,"CO2015DHS"
"    11091313  2",18,3,3,-164699,4,2,25,1468680,"CO7",2016,1109,1313,2,15,7,2,43,"CO2015DHS"
"    11091414  3",NA,3,0,-212439,11,2,6,2553445,"CO7",2016,1109,1414,2,0,0,2,21,"CO2015DHS"
"    11091414  5",17,3,3,-212439,7,2,1,2553445,"CO7",2016,1109,1414,2,16,7,2,22,"CO2015DHS"
"    11091515  2",14,3,3,-206015,0,2,95,1468680,"CO7",2016,1109,1515,2,14,0,3,41,"CO2015DHS"
"    11091515  4",NA,3,3,-206015,7,2,95,1986534,"CO7",2016,1109,1515,2,15,7,2,18,"CO2015DHS"
"    11091616  2",16,3,3,-200426,5,2,20,1468680,"CO7",2016,1109,1616,2,14,0,8,40,"CO2015DHS"
"    11091616  5",NA,3,0,-200426,9,2,95,1986534,"CO7",2016,1109,1616,2,0,0,2,17,"CO2015DHS"
"    11091616  7",NA,3,0,-200426,7,2,95,1248006,"CO7",2016,1109,1616,2,0,0,2,14,"CO2015DHS"
"    11091717  4",14,3,3,-210285,5,2,95,2553445,"CO7",2016,1109,1717,2,14,7,1,24,"CO2015DHS"
"    11091919  2",NA,3,0,-186045,4,2,95,1627696,"CO7",2016,1109,1919,2,21,7,3,46,"CO2015DHS"
"    11092020  2",13,3,3,-192642,3,2,18,1468680,"CO7",2016,1109,2020,2,12,7,2,43,"CO2015DHS"
"    11092121  2",13,3,3,-223219,2,2,14,3389713,"CO7",2016,1109,2121,2,12,0,3,28,"CO2015DHS"
"    11092121  4",NA,3,0,-223219,6,2,95,1248006,"CO7",2016,1109,2121,2,0,0,0,13,"CO2015DHS"
"    11099010  2",21,3,3,-231750,5,2,6,2553445,"CO7",2016,1109,9010,2,13,0,2,24,"CO2015DHS"
"    11100909  2",18,3,3,-78386,13,2,95,663135,"CO7",2016,1110,909,2,16,7,3,48,"CO2015DHS"
"    11101111  2",17,3,3,-128638,3,2,95,663135,"CO7",2016,1110,1111,2,15,0,2,48,"CO2015DHS"
"    11101111  3",NA,3,3,-128638,11,2,95,1380994,"CO7",2016,1110,1111,2,18,7,2,26,"CO2015DHS"
"    11101111  5",16,3,3,-128638,6,2,95,761781,"CO7",2016,1110,1111,2,15,7,2,31,"CO2015DHS"
"    11101111  7",NA,3,0,-128638,8,2,95,508447,"CO7",2016,1110,1111,2,0,0,2,14,"CO2015DHS"
"    11101111  8",21,3,3,-128638,11,2,9,761781,"CO7",2016,1110,1111,2,17,7,3,30,"CO2015DHS"
"    11101111 11",19,3,3,-128638,9,2,95,1040292,"CO7",2016,1110,1111,2,16,7,2,22,"CO2015DHS"
"    11101616  2",20,3,3,-126871,0,2,10,663135,"CO7",2016,1110,1616,2,13,0,0,45,"CO2015DHS"
"    11101616  3",NA,3,3,-126871,10,2,12,809329,"CO7",2016,1110,1616,2,15,0,0,16,"CO2015DHS"
"    11111313  2",17,3,3,-180799,2,2,95,1416227,"CO7",2016,1111,1313,2,17,0,6,40,"CO2015DHS"
"    11111313  4",NA,3,0,-180799,9,2,95,1915587,"CO7",2016,1111,1313,2,0,0,2,17,"CO2015DHS"
"    11111313  5",NA,3,0,-180799,6,2,95,1203434,"CO7",2016,1111,1313,2,0,0,2,14,"CO2015DHS"
"    11111313  7",19,3,3,-180799,11,2,95,1915587,"CO7",2016,1111,1313,2,18,0,2,19,"CO2015DHS"
"    11111515  1",18,3,3,-211796,3,2,95,1416227,"CO7",2016,1111,1515,2,14,4,4,40,"CO2015DHS"
"    11111616  2",16,3,3,-232281,3,2,95,1416227,"CO7",2016,1111,1616,2,16,7,4,43,"CO2015DHS"
"    11111616  3",NA,3,3,-232281,11,2,95,2462250,"CO7",2016,1111,1616,2,13,7,2,21,"CO2015DHS"
"    11111616  5",NA,3,3,-232281,7,2,95,2462250,"CO7",2016,1111,1616,2,12,0,2,20,"CO2015DHS"
"    11121717  2",19,3,3,-145406,4,2,95,915579,"CO7",2016,1112,1717,2,18,0,5,49,"CO2015DHS"
"    11121818  2",25,3,3,-132419,3,2,5,1347340,"CO7",2016,1112,1818,2,21,0,2,37,"CO2015DHS"
"    11122222  1",24,3,3,-196286,4,2,95,1051777,"CO7",2016,1112,2222,2,16,0,3,32,"CO2015DHS"
"    11122323  2",15,3,3,-201999,5,2,95,915579,"CO7",2016,1112,2323,2,14,3,5,48,"CO2015DHS"
"    11122525  2",15,3,3,-169027,5,2,95,826133,"CO7",2016,1112,2525,2,14,0,4,40,"CO2015DHS"
"    11122727  2",19,3,3,-171377,5,2,95,1906713,"CO7",2016,1112,2727,2,17,0,2,28,"CO2015DHS"
"    11122828  1",NA,3,3,-108565,5,2,95,826133,"CO7",2016,1112,2828,2,22,4,3,43,"CO2015DHS"
"    11122929  4",23,3,3,-111697,11,2,95,1347340,"CO7",2016,1112,2929,2,17,7,2,36,"CO2015DHS"
"    11131616  2",28,3,3,-143141,5,2,2,474745,"CO7",2016,1113,1616,2,24,7,2,46,"CO2015DHS"
"    11131717  2",18,3,3,-78162,13,2,95,988666,"CO7",2016,1113,1717,2,15,1,1,28,"CO2015DHS"
"    11132020  2",16,3,3,-69238,7,2,1,545366,"CO7",2016,1113,2020,2,16,7,3,31,"CO2015DHS"
"    11132121  1",20,3,3,-107455,7,2,95,428365,"CO7",2016,1113,2121,2,14,7,4,44,"CO2015DHS"
"    11132222  3",21,3,3,-130139,7,2,95,428365,"CO7",2016,1113,2222,2,17,7,3,43,"CO2015DHS"
"    11132222  5",NA,3,0,-130139,7,2,95,364002,"CO7",2016,1113,2222,2,0,0,2,14,"CO2015DHS"
"    11132323  2",26,3,3,-187931,9,2,3,428365,"CO7",2016,1113,2323,2,19,7,7,40,"CO2015DHS"
"    11132323  3",NA,3,0,-187931,6,2,3,364002,"CO7",2016,1113,2323,2,0,0,2,13,"CO2015DHS"
"    11132626  2",20,3,3,-49074,5,2,0,988666,"CO7",2016,1113,2626,2,18,0,2,25,"CO2015DHS"
"    11132727  1",19,3,3,-73111,3,2,95,474745,"CO7",2016,1113,2727,2,18,7,4,49,"CO2015DHS"
"    11132727  3",NA,3,0,-73111,2,2,95,545366,"CO7",2016,1113,2727,2,18,0,4,30,"CO2015DHS"
"    11132828  2",26,3,3,-395,16,2,95,988666,"CO7",2016,1113,2828,2,19,2,3,28,"CO2015DHS"
"    11133030  1",18,3,3,-216568,4,2,95,545366,"CO7",2016,1113,3030,2,15,3,2,33,"CO2015DHS"
"    11141414  2",16,3,3,-179424,0,2,23,598818,"CO7",2016,1114,1414,2,13,7,3,39,"CO2015DHS"
"    11141414  7",17,3,3,-179424,11,2,95,638361,"CO7",2016,1114,1414,2,16,7,2,22,"CO2015DHS"
"    11141717  2",NA,3,3,-106861,9,2,95,496634,"CO7",2016,1114,1717,2,14,0,2,15,"CO2015DHS"
"    11141818  2",16,3,3,-169255,5,2,95,406924,"CO7",2016,1114,1818,2,13,0,3,48,"CO2015DHS"
"    11141818  5",16,3,3,-169255,5,2,5,847428,"CO7",2016,1114,1818,2,15,9,3,27,"CO2015DHS"
"    11142323  1",16,3,3,-223197,5,2,95,598818,"CO7",2016,1114,2323,2,15,0,2,39,"CO2015DHS"
"    11151212  2",21,3,3,-119306,5,2,20,930112,"CO7",2016,1115,1212,2,18,7,3,48,"CO2015DHS"
"    11151414  3",NA,2,0,-194372,5,2,95,713146,"CO7",2016,1115,1414,2,0,0,96,13,"CO2015DHS"
"    11151414  4",NA,0,0,-194372,6,2,95,713146,"CO7",2016,1115,1414,2,0,0,2,13,"CO2015DHS"
"    11151515  3",NA,3,3,-97019,12,2,95,1135163,"CO7",2016,1115,1515,2,17,0,3,19,"CO2015DHS"
"    11151616  1",22,3,3,-239927,0,2,21,839246,"CO7",2016,1115,1616,2,12,7,6,44,"CO2015DHS"
"    11151616  2",NA,3,0,-239927,4,2,95,1135163,"CO7",2016,1115,1616,2,0,0,0,15,"CO2015DHS"
"    11151616  3",15,3,0,-239927,4,2,95,1135163,"CO7",2016,1115,1616,2,13,7,3,18,"CO2015DHS"
"    11161515  1",16,3,3,-209606,8,2,2,998029,"CO7",2016,1116,1515,2,15,0,3,35,"CO2015DHS"
"    11161616  2",20,3,3,-76833,9,2,95,1412380,"CO7",2016,1116,1616,2,17,4,2,25,"CO2015DHS"
"    11161717  3",NA,3,0,-113676,8,2,95,827723,"CO7",2016,1116,1717,2,0,0,2,15,"CO2015DHS"
"    11162020  2",16,3,3,-170273,5,2,95,611950,"CO7",2016,1116,2020,2,15,0,8,41,"CO2015DHS"
"    11162121  2",21,3,3,-116033,6,2,95,678206,"CO7",2016,1116,2121,2,18,0,6,47,"CO2015DHS"
"    11162121  5",18,3,3,-116033,11,2,1,827723,"CO7",2016,1116,2121,2,16,0,2,18,"CO2015DHS"
"    11162222  2",21,3,3,-157281,5,2,95,611950,"CO7",2016,1116,2222,2,18,7,2,44,"CO2015DHS"
"    11162222  4",NA,3,0,-157281,7,2,95,520002,"CO7",2016,1116,2222,2,0,0,2,14,"CO2015DHS"
"    11171313  3",37,3,3,-174141,5,2,95,367170,"CO7",2016,1117,1313,2,22,7,2,43,"CO2015DHS"
"    11171515  2",NA,3,0,-161383,11,2,95,496634,"CO7",2016,1117,1515,2,0,0,0,18,"CO2015DHS"
"    11171616  2",18,3,3,-150349,8,2,5,367170,"CO7",2016,1117,1616,2,17,7,3,41,"CO2015DHS"
"    11171616  4",NA,3,3,-150349,12,2,95,638361,"CO7",2016,1117,1616,2,18,1,2,21,"CO2015DHS"
"    11171717  2",17,3,3,-184934,5,2,27,367170,"CO7",2016,1117,1717,2,16,7,5,43,"CO2015DHS"
"    11172020  2",25,3,3,-225863,2,2,95,467457,"CO7",2016,1117,2020,2,17,0,3,32,"CO2015DHS"
"    11179010  1",16,3,3,-187770,3,2,95,367170,"CO7",2016,1117,9010,2,14,7,3,44,"CO2015DHS"
"    11181313  3",25,3,3,-95060,7,2,20,542565,"CO7",2016,1118,1313,2,23,7,3,49,"CO2015DHS"
"    11181313  4",NA,3,0,-95060,6,2,95,416002,"CO7",2016,1118,1313,2,0,0,2,13,"CO2015DHS"
"    11181313  6",21,3,3,-95060,11,2,95,851148,"CO7",2016,1118,1313,2,18,7,2,23,"CO2015DHS"
"    11181414  2",17,3,3,-118524,0,2,95,542565,"CO7",2016,1118,1414,2,13,7,4,45,"CO2015DHS"
"    11181515  1",22,3,3,-173601,5,2,20,798424,"CO7",2016,1118,1515,2,19,7,4,38,"CO2015DHS"
"    11181515  3",NA,0,0,-173601,5,2,95,662178,"CO7",2016,1118,1515,2,0,0,0,15,"CO2015DHS"
"    11181818  2",33,3,3,-162236,2,2,95,542565,"CO7",2016,1118,1818,2,26,7,3,47,"CO2015DHS"
"    11181919  2",25,3,3,-117353,5,2,95,623276,"CO7",2016,1118,1919,2,22,7,2,32,"CO2015DHS"
"    11182020  2",20,3,3,-196109,1,2,20,798424,"CO7",2016,1118,2020,2,15,3,2,37,"CO2015DHS"
"    11182020  3",NA,3,0,-196109,9,2,8,662178,"CO7",2016,1118,2020,2,0,0,4,16,"CO2015DHS"
"    11182020  7",NA,3,0,-196109,8,2,0,416002,"CO7",2016,1118,2020,2,0,0,3,14,"CO2015DHS"
"    11182121  4",17,3,3,-217586,2,2,22,489560,"CO7",2016,1118,2121,2,14,0,3,40,"CO2015DHS"
"    11182222  4",19,3,3,-27321,11,2,95,623276,"CO7",2016,1118,2222,2,18,0,2,31,"CO2015DHS"
"    11182323  2",16,3,3,-210921,5,2,95,1129904,"CO7",2016,1118,2323,2,13,0,3,25,"CO2015DHS"
"    11191313  4",NA,3,0,-178236,6,2,95,1176006,"CO7",2016,1119,1313,2,0,0,0,14,"CO2015DHS"
"    11191515  2",25,3,3,-163301,9,2,5,2257082,"CO7",2016,1119,1515,2,20,7,2,38,"CO2015DHS"
"    11191515  3",NA,3,0,-163301,6,2,95,1176006,"CO7",2016,1119,1515,2,0,0,0,13,"CO2015DHS"
"    11191717  3",17,3,3,-178534,9,2,1,1761952,"CO7",2016,1119,1717,2,15,7,2,30,"CO2015DHS"
"    11191818  3",NA,3,0,-134904,11,2,95,2406131,"CO7",2016,1119,1818,2,19,0,2,20,"CO2015DHS"
"    11191818  4",NA,3,0,-134904,10,2,6,1871927,"CO7",2016,1119,1818,2,0,0,2,16,"CO2015DHS"
"    11191919  4",NA,3,3,-158969,11,2,95,3194152,"CO7",2016,1119,1919,2,20,3,2,29,"CO2015DHS"
"    11192020  2",22,3,3,-156108,5,2,10,1533790,"CO7",2016,1119,2020,2,15,7,12,46,"CO2015DHS"
"    11192020  4",NA,3,0,-156108,9,2,95,1871927,"CO7",2016,1119,2020,2,19,3,2,19,"CO2015DHS"
"    11192323  5",NA,3,3,-236506,9,2,95,1871927,"CO7",2016,1119,2323,2,17,0,2,17,"CO2015DHS"
"    11192424  2",18,3,3,-237779,4,2,10,1761952,"CO7",2016,1119,2424,2,16,7,2,31,"CO2015DHS"
"    11192525  2",23,3,3,-35720,5,2,0,1533790,"CO7",2016,1119,2525,2,16,3,4,49,"CO2015DHS"
"    11199010  1",NA,3,3,-66294,15,2,95,3194152,"CO7",2016,1119,9010,2,17,0,4,25,"CO2015DHS"
"    11201616  2",14,3,3,-176404,4,2,5,1224063,"CO7",2016,1120,1616,2,13,7,4,26,"CO2015DHS"
"    11202020  3",18,3,3,-175861,9,2,3,717360,"CO7",2016,1120,2020,2,14,0,2,19,"CO2015DHS"
"    11202424  1",20,3,3,-197824,6,2,4,922077,"CO7",2016,1120,2424,2,16,0,2,24,"CO2015DHS"
"    11202727  1",15,3,3,-171793,3,2,10,587779,"CO7",2016,1120,2727,2,14,3,3,45,"CO2015DHS"
"    11209040  1",18,3,3,-211480,4,2,7,1224063,"CO7",2016,1120,9040,2,16,7,3,25,"CO2015DHS"
"    11211313  3",16,3,0,-213552,2,2,12,519396,"CO7",2016,1121,1313,2,14,0,3,34,"CO2015DHS"
"    11211616  3",NA,3,0,-221630,8,2,95,551815,"CO7",2016,1121,1616,2,14,0,3,16,"CO2015DHS"
"    11211818  3",23,3,3,-174407,5,2,95,709290,"CO7",2016,1121,1818,2,14,7,3,23,"CO2015DHS"
"    11211919  1",22,3,3,-182753,8,2,8,407967,"CO7",2016,1121,1919,2,16,7,4,43,"CO2015DHS"
"    11212121  1",22,3,3,-196421,11,2,12,519396,"CO7",2016,1121,2121,2,20,0,3,34,"CO2015DHS"
"    11212222  2",17,3,3,-210096,5,2,95,665353,"CO7",2016,1121,2222,2,12,7,5,36,"CO2015DHS"
"    11212323  1",24,3,3,-230931,1,2,95,665353,"CO7",2016,1121,2323,2,16,7,2,37,"CO2015DHS"
"    11212323  2",NA,3,0,-230931,6,2,95,346668,"CO7",2016,1121,2323,2,0,0,2,13,"CO2015DHS"
"    11212424  1",15,3,3,-208620,4,2,5,709290,"CO7",2016,1121,2424,2,13,0,1,23,"CO2015DHS"
"    11220909  2",23,3,3,-170440,5,2,95,1107737,"CO7",2016,1122,909,2,19,7,2,48,"CO2015DHS"
"    11221111  2",14,3,3,-116809,3,2,14,1272521,"CO7",2016,1122,1111,2,14,7,3,32,"CO2015DHS"
"    11221111  4",NA,3,3,-116809,8,2,95,1351947,"CO7",2016,1122,1111,2,15,7,2,15,"CO2015DHS"
"    11221212  4",21,3,3,-180234,8,2,6,1737761,"CO7",2016,1122,1212,2,15,0,3,22,"CO2015DHS"
"    11221414  2",22,3,3,-127358,2,2,95,1272521,"CO7",2016,1122,1414,2,20,0,3,32,"CO2015DHS"
"    11221616  2",17,3,3,-132748,0,2,2,1630115,"CO7",2016,1122,1616,2,11,7,8,37,"CO2015DHS"
"    11231414  2",25,3,3,-219061,0,2,95,748522,"CO7",2016,1123,1414,2,18,0,6,36,"CO2015DHS"
"    11231515  2",13,3,3,-220926,0,2,5,458963,"CO7",2016,1123,1515,2,12,7,4,40,"CO2015DHS"
"    11231616  2",14,3,3,-80303,5,2,95,797951,"CO7",2016,1123,1616,2,11,7,1,21,"CO2015DHS"
"    11231717  3",17,3,3,-209103,3,2,3,797951,"CO7",2016,1123,1717,2,15,7,2,23,"CO2015DHS"
"    11231818  1",13,3,3,-208238,2,2,95,458963,"CO7",2016,1123,1818,2,11,0,3,41,"CO2015DHS"
"    11231818  2",17,3,3,-208238,9,2,95,797951,"CO7",2016,1123,1818,2,15,7,2,20,"CO2015DHS"
"    11231818  5",NA,3,0,-208238,5,2,95,390002,"CO7",2016,1123,1818,2,0,0,2,13,"CO2015DHS"
"    11231919  2",14,3,3,-182852,3,2,15,748522,"CO7",2016,1123,1919,2,14,0,7,37,"CO2015DHS"
"    11231919  3",NA,3,0,-182852,8,2,95,620792,"CO7",2016,1123,1919,2,0,7,2,16,"CO2015DHS"
"    11231919  4",NA,3,0,-182852,6,2,95,390002,"CO7",2016,1123,1919,2,0,0,2,14,"CO2015DHS"
"    11231919  5",NA,3,0,-182852,6,2,95,390002,"CO7",2016,1123,1919,2,0,0,2,14,"CO2015DHS"
"    11232020  2",14,3,3,-139485,4,2,27,458963,"CO7",2016,1123,2020,2,12,0,2,41,"CO2015DHS"
"    11232323  4",22,3,3,-210092,2,2,95,458963,"CO7",2016,1123,2323,2,15,7,5,42,"CO2015DHS"
"    11232323  5",NA,3,0,-210092,8,2,95,620792,"CO7",2016,1123,2323,2,0,0,2,17,"CO2015DHS"
"    11241717  1",14,3,3,-236613,5,2,95,988666,"CO7",2016,1124,1717,2,12,0,4,28,"CO2015DHS"
"    11241919  2",23,3,3,-171595,11,2,95,545366,"CO7",2016,1124,1919,2,96,0,3,33,"CO2015DHS"
"    11242222  2",22,3,3,-215467,5,2,21,698621,"CO7",2016,1124,2222,2,18,0,5,39,"CO2015DHS"
"    11242222  3",NA,3,0,-215467,10,2,95,579406,"CO7",2016,1124,2222,2,0,0,2,17,"CO2015DHS"
"    11242323  2",16,3,3,-199212,0,2,95,698621,"CO7",2016,1124,2323,2,13,0,8,39,"CO2015DHS"
"    11242323  4",NA,3,0,-199212,11,2,95,579406,"CO7",2016,1124,2323,2,0,0,3,19,"CO2015DHS"
"    11242323  6",NA,3,0,-199212,8,2,95,364002,"CO7",2016,1124,2323,2,0,7,2,14,"CO2015DHS"
"    11242525  2",18,3,3,-265933,6,2,95,744755,"CO7",2016,1124,2525,2,16,7,4,23,"CO2015DHS"
"    11242727  2",17,3,3,-201799,10,2,17,698621,"CO7",2016,1124,2727,2,12,9,2,39,"CO2015DHS"
"    11242929  3",16,3,3,-162516,8,2,2,744755,"CO7",2016,1124,2929,2,13,7,1,22,"CO2015DHS"
"    11243030  2",19,3,3,-29494,11,2,95,428365,"CO7",2016,1124,3030,2,17,0,2,44,"CO2015DHS"
"    11243030  3",NA,3,3,-29494,15,2,95,744755,"CO7",2016,1124,3030,2,0,0,2,22,"CO2015DHS"
"    11243030  4",23,3,3,-29494,15,2,95,744755,"CO7",2016,1124,3030,2,19,1,3,24,"CO2015DHS"
"    11243131  2",16,3,3,-194825,0,2,95,474745,"CO7",2016,1124,3131,2,14,0,6,47,"CO2015DHS"
"    11243131  4",17,3,3,-194825,11,2,10,545366,"CO7",2016,1124,3131,2,14,0,2,30,"CO2015DHS"
"    11251111  2",NA,3,0,-84039,6,2,95,2395271,"CO7",2016,1125,1111,2,17,7,3,38,"CO2015DHS"
"    11251414  2",18,3,3,-231981,5,2,95,1869827,"CO7",2016,1125,1414,2,17,3,2,32,"CO2015DHS"
"    11251414  3",NA,3,0,-231981,10,2,95,1248006,"CO7",2016,1125,1414,2,0,0,2,14,"CO2015DHS"
"    11251515  2",18,3,3,-232662,5,2,95,2395271,"CO7",2016,1125,1515,2,18,3,2,39,"CO2015DHS"
"    11251717  2",14,3,3,-185962,4,2,95,1627696,"CO7",2016,1125,1717,2,12,3,2,47,"CO2015DHS"
"    11251818  2",26,3,3,-86824,5,2,24,2395271,"CO7",2016,1125,1818,2,24,7,2,39,"CO2015DHS"
"    11261414  2",15,3,3,-51944,7,2,3,842637,"CO7",2016,1126,1414,2,14,0,2,21,"CO2015DHS"
"    11261616  2",18,3,3,-154252,3,2,95,790439,"CO7",2016,1126,1616,2,14,7,5,38,"CO2015DHS"
"    11261616  3",NA,3,0,-154252,11,2,95,655556,"CO7",2016,1126,1616,2,0,7,2,18,"CO2015DHS"
"    11261616  5",NA,3,2,-154252,9,2,95,655556,"CO7",2016,1126,1616,2,13,0,3,15,"CO2015DHS"
"    11261818  2",17,3,3,-179838,5,2,10,617043,"CO7",2016,1126,1818,2,14,7,4,32,"CO2015DHS"
"    11261919  3",NA,3,0,-136288,8,2,95,655556,"CO7",2016,1126,1919,2,0,0,3,15,"CO2015DHS"
"    11262121  5",NA,3,0,-174555,11,2,95,655556,"CO7",2016,1126,2121,2,0,0,2,17,"CO2015DHS"
"    11262121  6",NA,3,0,-174555,10,2,95,655556,"CO7",2016,1126,2121,2,0,0,2,16,"CO2015DHS"
"    11262424  5",20,3,3,-128237,5,2,8,842637,"CO7",2016,1126,2424,2,16,0,4,23,"CO2015DHS"
"    11262525  2",16,3,3,-175251,9,2,95,842637,"CO7",2016,1126,2525,2,14,0,3,24,"CO2015DHS"
"    11271313  2",22,3,3,-66754,11,2,0,467457,"CO7",2016,1127,1313,2,20,7,3,32,"CO2015DHS"
"    11271414  1",21,3,3,-127346,11,2,95,847428,"CO7",2016,1127,1414,2,18,7,2,26,"CO2015DHS"
"    11271515  2",18,3,3,-204505,7,2,95,367170,"CO7",2016,1127,1515,2,16,7,3,40,"CO2015DHS"
"    11271515  5",NA,3,0,-204505,10,2,95,496634,"CO7",2016,1127,1515,2,0,0,2,17,"CO2015DHS"
"    11271717  1",NA,3,0,-203630,11,2,10,467457,"CO7",2016,1127,1717,2,18,0,2,33,"CO2015DHS"
"    11272020  2",16,3,3,-201704,8,2,95,467457,"CO7",2016,1127,2020,2,15,0,4,31,"CO2015DHS"
